Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001642,Male,No,0,Graduate,No,4271.0,0,83.0,60.0,1.0,Rural,Y
LP001643,Male,Yes,0,Graduate,No,11601.0,949,98.0,360.0,0.0,Urban,N
LP001644,Male,Yes,1,Graduate,No,7033.0,1110,83.0,360.0,0.0,Semiurban,N
LP001645,Male,Yes,1,Graduate,Yes,4361.0,1256,149.0,180.0,1.0,Rural,Y
LP001646,Male,Yes,0,Graduate,No,11580.0,3162,130.0,360.0,0.0,Semiurban,N
LP001647,Male,Yes,1,Graduate,No,7846.0,1894,172.0,360.0,1.0,Urban,Y
LP001648,Male,Yes,0,Graduate,Yes,2658.0,4038,66.0,12.0,0.0,Semiurban,N
LP001649,Female,No,0,Not Graduate,No,858.0,0,108.0,360.0,0.0,Semiurban,N
LP001650,Female,Yes,2,Not Graduate,No,2709.0,474,302.0,180.0,1.0,Urban,Y
LP001651,Male,No,0,Graduate,No,8578.0,0,174.0,300.0,1.0,Urban,Y
LP001652,Male,No,0,Not Graduate,No,10249.0,0,119.0,360.0,1.0,Urban,Y
LP001653,Male,No,0,Not Graduate,No,2217.0,0,,360.0,1.0,Rural,Y
LP001654,Male,Yes,,Graduate,No,8912.0,9499,209.0,360.0,1.0,Urban,Y
LP001655,Female,Yes,0,Graduate,No,8712.0,2942,248.0,300.0,1.0,Rural,Y
LP001656,Male,Yes,,Not Graduate,No,13864.0,3841,85.0,360.0,1.0,Semiurban,Y
LP001657,Male,Yes,0,Graduate,Yes,10617.0,3949,88.0,240.0,1.0,Rural,Y
LP001658,Female,No,1,Graduate,No,13509.0,0,150.0,360.0,1.0,Rural,Y
LP001659,Male,No,0,Graduate,No,8047.0,0,156.0,360.0,1.0,Rural,Y
LP001660,Male,Yes,3+,Graduate,No,7887.0,2328,163.0,84.0,1.0,Rural,Y
LP001661,Male,Yes,2,Graduate,No,4903.0,1158,281.0,120.0,1.0,Semiurban,Y
LP001662,Male,No,0,Not Graduate,No,9820.0,0,91.0,360.0,1.0,Urban,Y
LP001663,Male,Yes,0,Graduate,No,2699.0,1843,136.0,360.0,1.0,Urban,Y
LP001664,Male,No,0,Graduate,No,5524.0,0,179.0,360.0,1.0,Semiurban,Y
LP001665,Female,Yes,1,Graduate,No,8299.0,1832,178.0,360.0,1.0,Urban,Y
LP001666,Female,No,1,Graduate,No,13974.0,0,104.0,360.0,1.0,Semiurban,Y
LP001667,Female,No,1,Graduate,No,4506.0,0,105.0,300.0,1.0,Urban,Y
LP001668,Male,Yes,2,Graduate,No,10721.0,1437,112.0,360.0,1.0,Rural,Y
LP001669,Male,Yes,0,Graduate,No,5333.0,6244,265.0,300.0,1.0,Urban,Y
LP001670,Female,No,1,Graduate,No,10853.0,0,91.0,360.0,1.0,Urban,Y
LP001671,Male,Yes,0,Not Graduate,No,3711.0,1225,118.0,360.0,1.0,Semiurban,Y
LP001672,Male,Yes,1,Not Graduate,No,9280.0,426,183.0,300.0,1.0,Semiurban,Y
LP001673,Male,Yes,0,Graduate,No,5669.0,1544,87.0,180.0,1.0,Rural,Y
LP001674,Male,Yes,2,Graduate,No,2948.0,1140,149.0,360.0,1.0,Semiurban,Y
LP001675,Male,No,0,Graduate,No,5475.0,0,63.0,360.0,0.0,Rural,N
LP001676,Female,Yes,0,Not Graduate,No,13267.0,3843,,360.0,,Urban,Y
LP001677,Male,Yes,0,Not Graduate,No,3257.0,1927,137.0,360.0,0.0,Urban,N
LP001678,Male,No,3+,Graduate,Yes,2464.0,0,143.0,180.0,1.0,Semiurban,Y
LP001679,Female,Yes,0,Not Graduate,Yes,7625.0,2966,95.0,360.0,1.0,Urban,Y
LP001680,Male,Yes,0,Graduate,No,2194.0,510,147.0,240.0,1.0,Rural,Y
LP001681,Male,No,0,Graduate,No,15337.0,0,132.0,360.0,1.0,Rural,Y
LP001682,Female,No,0,Graduate,No,15107.0,0,226.0,360.0,1.0,Urban,Y
LP001683,Male,Yes,2,Graduate,No,11192.0,1938,173.0,360.0,1.0,Semiurban,Y
LP001684,Male,No,3+,Graduate,No,5963.0,0,,360.0,1.0,Semiurban,Y
LP001685,Male,Yes,2,Graduate,Yes,16298.0,1606,96.0,360.0,1.0,Urban,Y
LP001686,Male,Yes,2,Not Graduate,No,13457.0,2138,105.0,360.0,,Semiurban,Y
LP001687,Male,No,0,Not Graduate,No,4361.0,0,144.0,360.0,1.0,Semiurban,Y
LP001688,Male,No,0,Graduate,No,14233.0,0,126.0,360.0,0.0,Rural,N
LP001689,Male,Yes,1,Graduate,No,3474.0,2163,125.0,360.0,1.0,Urban,Y
LP001690,Male,Yes,1,Graduate,No,5334.0,2203,415.0,360.0,1.0,Semiurban,Y
LP001691,Male,Yes,0,Graduate,No,2047.0,1025,109.0,360.0,1.0,Urban,Y
LP001692,Female,Yes,2,Not Graduate,No,6552.0,2452,234.0,180.0,1.0,Urban,Y
LP001693,Male,No,0,Graduate,No,5031.0,0,127.0,180.0,,Semiurban,N
LP001694,Male,No,0,Graduate,No,4576.0,0,56.0,360.0,1.0,Semiurban,Y
LP001695,Male,Yes,,Not Graduate,No,5435.0,551,145.0,84.0,1.0,Semiurban,Y
LP001696,Male,Yes,2,Graduate,No,4240.0,921,210.0,360.0,1.0,Rural,Y
LP001697,Male,Yes,1,Graduate,No,6155.0,491,173.0,300.0,0.0,Urban,N
LP001698,Male,Yes,0,Graduate,No,12967.0,2529,149.0,60.0,1.0,Semiurban,Y
LP001699,Female,No,2,Not Graduate,No,3174.0,0,136.0,360.0,,Urban,Y
LP001700,Male,Yes,2,Not Graduate,No,10072.0,3130,110.0,300.0,1.0,Rural,Y
LP001701,Female,Yes,0,Graduate,No,6830.0,828,192.0,180.0,1.0,Urban,Y
LP001702,Female,Yes,2,Graduate,No,7514.0,2766,113.0,360.0,0.0,Urban,N
LP001703,Male,No,0,Graduate,No,5893.0,0,104.0,360.0,1.0,Rural,Y
LP001704,Male,Yes,0,Graduate,No,3903.0,2142,158.0,360.0,1.0,Urban,Y
LP001705,Male,Yes,0,Graduate,No,7839.0,1853,119.0,360.0,1.0,Semiurban,Y
LP001706,Female,Yes,,Graduate,No,8195.0,2018,224.0,240.0,1.0,Rural,Y
LP001707,Male,Yes,0,Graduate,No,3713.0,873,162.0,360.0,0.0,Semiurban,N
LP001708,Male,Yes,0,Graduate,No,2689.0,765,98.0,360.0,1.0,Semiurban,Y
LP001709,Female,Yes,0,Graduate,No,6318.0,2794,85.0,360.0,,Rural,Y
LP001710,Male,Yes,1,Graduate,No,9441.0,1346,107.0,360.0,1.0,Semiurban,Y
LP001711,Male,Yes,1,Graduate,No,10971.0,2599,342.0,360.0,1.0,Urban,Y
LP001712,Male,No,0,Graduate,,12357.0,0,122.0,84.0,1.0,Rural,Y
LP001713,Female,Yes,0,Graduate,No,7501.0,1254,182.0,360.0,1.0,Semiurban,Y
LP001714,Female,Yes,0,Graduate,No,5126.0,1119,80.0,360.0,,Rural,Y
LP001715,Male,Yes,2,Graduate,No,5995.0,1395,,360.0,1.0,Semiurban,Y
LP001716,Male,No,2,Graduate,No,2847.0,0,,360.0,1.0,Urban,Y
LP001717,Male,No,0,Graduate,No,3985.0,0,265.0,60.0,1.0,Rural,Y
LP001718,Male,No,1,Graduate,No,5814.0,0,80.0,12.0,,Urban,Y
LP001719,Male,Yes,1,Graduate,No,5115.0,9536,104.0,360.0,1.0,Rural,Y
LP001720,Female,Yes,3+,Graduate,No,6344.0,2532,193.0,360.0,1.0,Rural,Y
LP001721,Male,Yes,0,Graduate,No,2631.0,3377,254.0,300.0,1.0,Rural,Y
LP001722,Male,Yes,0,Graduate,No,3008.0,1756,160.0,360.0,1.0,Urban,Y
LP001723,Male,Yes,1,Graduate,No,9560.0,4062,,360.0,,Semiurban,Y
LP001724,Male,Yes,0,Graduate,No,3641.0,1534,94.0,240.0,1.0,Urban,Y
LP001725,Male,Yes,0,Not Graduate,No,4001.0,1080,,240.0,1.0,Urban,Y
LP001726,Male,Yes,0,Graduate,Yes,6355.0,3730,,360.0,1.0,Urban,Y
LP001727,Male,Yes,0,Not Graduate,No,3433.0,1727,95.0,360.0,0.0,Semiurban,N
LP001728,Female,Yes,1,Graduate,No,11659.0,2200,147.0,480.0,1.0,Semiurban,Y
LP001729,Male,No,1,Not Graduate,No,2824.0,0,82.0,360.0,1.0,Rural,Y
LP001730,Male,Yes,0,Not Graduate,No,6008.0,2021,148.0,360.0,1.0,Urban,Y
LP001731,Female,No,2,Graduate,No,3831.0,0,118.0,180.0,0.0,Semiurban,N
LP001732,Male,Yes,0,Graduate,No,6593.0,1178,107.0,240.0,1.0,Semiurban,Y
LP001733,Male,No,3+,Graduate,No,4454.0,0,191.0,60.0,1.0,Urban,Y
LP001734,Male,No,0,Graduate,Yes,5918.0,0,92.0,360.0,1.0,Semiurban,Y
LP001735,Female,Yes,2,Graduate,No,12491.0,1736,238.0,300.0,0.0,Semiurban,N
LP001736,Male,No,3+,Not Graduate,No,3974.0,0,187.0,360.0,1.0,Semiurban,Y
LP001737,Female,Yes,2,Graduate,Yes,3954.0,2267,90.0,12.0,0.0,Semiurban,N
LP001738,Male,Yes,2,Not Graduate,Yes,4966.0,4068,217.0,360.0,1.0,Rural,Y
LP001739,Male,No,0,Not Graduate,Yes,14536.0,0,86.0,360.0,1.0,Rural,Y
LP001740,Male,Yes,1,Not Graduate,No,5688.0,5438,225.0,360.0,1.0,Urban,Y
LP001741,Male,Yes,1,Graduate,No,12588.0,1482,153.0,360.0,1.0,Semiurban,Y
LP001742,Male,Yes,0,Graduate,No,5398.0,2432,71.0,84.0,1.0,Rural,Y
LP001743,Male,Yes,3+,Not Graduate,Yes,12256.0,1561,80.0,300.0,1.0,Urban,Y
LP001744,Female,Yes,0,Graduate,No,7665.0,9648,114.0,360.0,1.0,Semiurban,Y
LP001745,Male,Yes,0,Graduate,No,8373.0,1366,190.0,300.0,1.0,Semiurban,Y
LP001746,Male,Yes,3+,Graduate,No,2536.0,1468,125.0,360.0,1.0,Urban,Y
LP001747,Male,Yes,0,Graduate,No,2320.0,1982,124.0,360.0,1.0,Semiurban,Y
LP001748,Male,Yes,0,Not Graduate,No,11409.0,1461,136.0,240.0,1.0,Rural,Y
LP001749,Male,Yes,0,Graduate,No,11324.0,2325,60.0,12.0,1.0,Urban,Y
LP001750,Male,No,2,Graduate,No,25665.0,0,187.0,120.0,1.0,Urban,Y
LP001751,Male,Yes,2,Graduate,No,2461.0,2034,229.0,360.0,0.0,Rural,N
LP001752,Male,Yes,0,Graduate,No,8034.0,2095,184.0,84.0,1.0,Rural,Y
LP001753,Female,No,1,Graduate,No,3248.0,0,113.0,360.0,1.0,Semiurban,Y
LP001754,Female,No,0,Graduate,Yes,3849.0,0,,360.0,1.0,Semiurban,Y
LP001755,Male,Yes,1,Graduate,No,4441.0,1953,,360.0,1.0,Urban,Y
LP001756,Male,Yes,1,Graduate,No,7551.0,1819,,360.0,1.0,Rural,Y
LP001757,Male,No,3+,Graduate,No,4030.0,0,332.0,360.0,1.0,Urban,Y
LP001758,Female,No,0,Graduate,No,6125.0,0,130.0,360.0,1.0,Rural,Y
LP001759,Female,Yes,0,Graduate,No,9889.0,5788,193.0,120.0,1.0,Rural,Y
LP001760,Female,Yes,1,Not Graduate,No,11811.0,1608,189.0,360.0,1.0,Urban,Y
LP001761,Male,Yes,0,Not Graduate,No,9096.0,2036,142.0,360.0,0.0,Semiurban,N
LP001762,Male,Yes,0,Graduate,No,7872.0,771,93.0,240.0,0.0,Rural,N
LP001763,Male,No,0,Graduate,No,5514.0,0,165.0,360.0,1.0,Rural,Y
LP001764,Male,No,0,Graduate,Yes,4267.0,0,87.0,360.0,,Semiurban,Y
LP001765,Male,Yes,3+,Not Graduate,No,8295.0,2437,171.0,180.0,1.0,Urban,Y
LP001766,Male,Yes,0,Not Graduate,No,3195.0,2254,89.0,360.0,0.0,Semiurban,N
LP001767,Female,No,1,Graduate,No,6448.0,0,113.0,300.0,1.0,Semiurban,Y
LP001768,Male,Yes,2,Graduate,No,3148.0,346,113.0,360.0,1.0,Semiurban,Y
LP001769,Male,No,0,Graduate,No,5856.0,0,235.0,360.0,1.0,Urban,Y
LP001770,Female,Yes,0,Graduate,No,3190.0,778,51.0,360.0,1.0,Rural,Y
LP001771,Male,Yes,0,Not Graduate,No,4720.0,2249,341.0,360.0,1.0,Semiurban,Y
LP001772,Male,Yes,0,Not Graduate,No,4002.0,1008,97.0,360.0,1.0,Urban,Y
LP001773,Male,Yes,0,Not Graduate,No,3722.0,4181,128.0,300.0,1.0,Urban,Y
LP001774,Female,No,1,Graduate,No,5696.0,0,158.0,36.0,1.0,Urban,Y
LP001775,Male,Yes,0,Graduate,No,1402.0,991,153.0,300.0,1.0,Semiurban,Y
LP001776,Male,Yes,0,Not Graduate,Yes,2036.0,2911,188.0,360.0,0.0,Urban,N
LP001777,Male,Yes,,Graduate,Yes,9723.0,654,171.0,360.0,1.0,Semiurban,Y
LP001778,Male,Yes,0,Graduate,,6558.0,1299,303.0,300.0,1.0,Urban,Y
LP001779,Male,Yes,0,Graduate,No,3889.0,3141,180.0,360.0,1.0,Urban,Y
LP001780,Male,No,3+,Graduate,No,10768.0,0,128.0,360.0,1.0,Urban,Y
LP001781,Male,Yes,0,Graduate,No,4091.0,837,108.0,360.0,1.0,Urban,Y
LP001782,Male,Yes,0,Not Graduate,No,4239.0,1108,107.0,360.0,1.0,Semiurban,Y
LP001783,Male,Yes,1,Graduate,No,3752.0,2396,225.0,360.0,1.0,Semiurban,Y
LP001784,Male,Yes,1,Graduate,No,18844.0,366,271.0,360.0,1.0,Semiurban,Y
LP001785,Male,No,1,Graduate,No,6912.0,0,201.0,360.0,1.0,Semiurban,Y
LP001786,Female,Yes,0,Graduate,No,6751.0,813,38.0,360.0,1.0,Semiurban,Y
LP001787,Male,Yes,1,Graduate,No,7941.0,1274,55.0,360.0,1.0,Urban,Y
LP001788,Male,No,0,Graduate,No,1975.0,0,134.0,300.0,1.0,Semiurban,Y
LP001789,Female,No,2,Graduate,No,4203.0,0,126.0,480.0,1.0,Urban,Y
LP001790,Male,No,0,Graduate,No,7887.0,0,135.0,120.0,0.0,Semiurban,N
LP001791,Male,Yes,1,Graduate,No,5988.0,7166,,360.0,,Semiurban,Y
LP001792,Male,Yes,1,Graduate,No,22545.0,230,217.0,360.0,,Rural,Y
LP001793,Male,No,1,Graduate,No,4354.0,0,144.0,300.0,1.0,Semiurban,Y
LP001794,Male,Yes,0,Graduate,No,10571.0,1086,73.0,120.0,,Urban,Y
LP001795,Female,Yes,1,Graduate,No,9736.0,846,82.0,360.0,1.0,Urban,Y
LP001796,Male,Yes,1,Graduate,No,6540.0,4797,138.0,360.0,1.0,Rural,Y
LP001797,Male,No,0,Graduate,No,7293.0,0,159.0,480.0,0.0,Urban,N
LP001798,Male,Yes,0,Graduate,No,5044.0,6285,83.0,360.0,1.0,Urban,Y
LP001799,Male,Yes,0,Graduate,No,1837.0,1447,175.0,360.0,0.0,Urban,N
LP001800,Male,Yes,0,Graduate,No,7402.0,609,67.0,360.0,1.0,Rural,Y
LP001801,Male,Yes,2,Graduate,No,7762.0,337,46.0,360.0,1.0,Rural,Y
LP001802,Male,No,0,Graduate,No,8530.0,0,95.0,360.0,1.0,Urban,Y
LP001803,,Yes,1,Graduate,No,6235.0,1031,233.0,360.0,1.0,Urban,Y
LP001804,Male,Yes,2,Graduate,No,10745.0,2185,247.0,60.0,1.0,Semiurban,Y
LP001805,Male,No,1,Graduate,No,3570.0,0,71.0,360.0,1.0,Urban,Y
LP001806,Male,No,1,Not Graduate,No,14487.0,0,73.0,180.0,,Urban,Y
LP001807,Male,Yes,1,Graduate,Yes,3318.0,1613,182.0,360.0,1.0,Semiurban,Y
LP001808,Male,No,0,Graduate,No,5627.0,0,113.0,360.0,1.0,Semiurban,Y
LP001809,Male,Yes,0,Graduate,No,9032.0,3939,232.0,360.0,1.0,Urban,Y
LP001810,Male,No,2,Graduate,No,4407.0,0,181.0,360.0,1.0,Semiurban,Y
LP001811,Male,Yes,3+,Not Graduate,No,9409.0,3360,194.0,360.0,,Semiurban,Y
LP001812,Male,Yes,0,Not Graduate,Yes,4887.0,4532,97.0,360.0,1.0,Semiurban,Y
LP001813,Male,Yes,3+,Not Graduate,No,6444.0,1429,160.0,360.0,,Urban,Y
LP001814,Male,Yes,3+,Graduate,No,5385.0,1864,301.0,180.0,1.0,Urban,Y
LP001815,Female,Yes,0,Not Graduate,No,4247.0,3551,142.0,180.0,0.0,Rural,N
LP001816,Male,Yes,1,Graduate,No,23171.0,255,,360.0,1.0,Urban,Y
LP001817,Male,Yes,1,Not Graduate,No,3627.0,1667,113.0,84.0,0.0,Semiurban,N
LP001818,Male,Yes,0,Graduate,No,1523.0,1510,,360.0,1.0,Urban,Y
LP001819,Male,Yes,0,Not Graduate,No,3706.0,2439,87.0,360.0,0.0,Urban,N
LP001820,Male,No,0,Graduate,No,6495.0,0,94.0,360.0,1.0,Semiurban,Y
LP001821,Female,No,2,Graduate,Yes,4788.0,0,70.0,180.0,0.0,Urban,N
LP001822,Male,No,0,Not Graduate,No,11061.0,0,72.0,360.0,1.0,Semiurban,Y
LP001823,Male,Yes,2,Graduate,No,10822.0,1252,50.0,360.0,1.0,Urban,Y
LP001824,Male,Yes,1,Not Graduate,No,4959.0,1063,98.0,360.0,1.0,Rural,Y
LP001825,Male,Yes,1,Graduate,No,2188.0,4836,176.0,300.0,1.0,Semiurban,Y
LP001826,Male,Yes,,Graduate,No,2780.0,341,118.0,240.0,1.0,Urban,Y
LP001827,Male,Yes,0,Graduate,Yes,5888.0,7552,119.0,180.0,1.0,Rural,Y
LP001828,Male,No,0,Graduate,Yes,2348.0,0,182.0,360.0,0.0,Rural,N
LP001829,Female,Yes,0,Graduate,No,4814.0,1151,264.0,180.0,0.0,Urban,N
LP001830,Male,No,0,Graduate,No,14084.0,0,333.0,120.0,1.0,Semiurban,Y
LP001831,Male,Yes,0,Graduate,Yes,7374.0,2006,,360.0,,Semiurban,Y
LP001832,Female,Yes,0,Graduate,No,6170.0,6784,120.0,360.0,,Semiurban,Y
LP001833,Male,Yes,1,Graduate,No,3215.0,3868,114.0,360.0,1.0,Urban,Y
LP001834,Male,No,0,Not Graduate,No,6695.0,0,170.0,360.0,1.0,Urban,Y
LP001835,Male,Yes,0,Not Graduate,No,5140.0,518,126.0,360.0,1.0,Urban,Y
LP001836,Male,Yes,2,Graduate,No,6927.0,2107,126.0,60.0,1.0,Urban,Y
LP001837,Male,Yes,0,Graduate,No,9286.0,455,130.0,360.0,1.0,Urban,Y
LP001838,Male,Yes,3+,Graduate,No,10289.0,1194,92.0,360.0,1.0,Rural,Y
LP001839,Male,No,1,Graduate,No,6486.0,0,53.0,360.0,1.0,Urban,Y
LP001840,Male,No,0,Not Graduate,No,8161.0,0,103.0,360.0,1.0,Semiurban,Y
LP001841,Male,No,3+,Graduate,No,4415.0,0,241.0,360.0,0.0,Urban,N
LP001842,Male,No,2,Graduate,No,11844.0,0,236.0,360.0,1.0,Semiurban,Y
LP001843,Male,No,1,Graduate,No,3525.0,0,196.0,360.0,1.0,Rural,Y
LP001844,Female,Yes,0,Graduate,No,5300.0,1190,110.0,360.0,1.0,Rural,Y
LP001845,Male,Yes,0,Not Graduate,No,12607.0,1026,98.0,360.0,1.0,Semiurban,Y
LP001846,Male,Yes,0,Graduate,No,4496.0,1165,257.0,360.0,1.0,Semiurban,Y
LP001847,Male,Yes,2,Graduate,Yes,2685.0,204,87.0,360.0,1.0,Urban,Y
LP001848,Male,Yes,0,Graduate,Yes,4692.0,1693,136.0,360.0,1.0,Rural,Y
LP001849,Male,Yes,0,Graduate,No,13836.0,2190,264.0,360.0,1.0,Urban,Y
LP001850,Male,No,0,Graduate,No,1537.0,0,141.0,360.0,1.0,Urban,Y
LP001851,Male,No,0,Graduate,No,6383.0,0,119.0,360.0,1.0,Semiurban,Y
LP001852,Female,Yes,0,Graduate,No,4104.0,2752,214.0,360.0,1.0,Urban,Y
LP001853,Male,No,0,Graduate,No,5429.0,0,,360.0,,Urban,Y
LP001854,Male,Yes,2,Graduate,No,4870.0,694,145.0,480.0,1.0,Rural,Y
LP001855,Female,Yes,0,Not Graduate,No,10682.0,957,246.0,360.0,1.0,Urban,Y
LP001856,Female,Yes,0,Graduate,,6200.0,3302,49.0,180.0,1.0,Urban,Y
LP001857,Male,Yes,0,Graduate,No,11007.0,2896,155.0,360.0,1.0,Urban,Y
LP001858,Male,Yes,0,Graduate,No,12971.0,5300,99.0,360.0,1.0,Urban,Y
LP001859,Male,Yes,1,Graduate,No,6112.0,5127,124.0,360.0,1.0,Rural,Y
LP001860,Male,Yes,0,Not Graduate,No,4838.0,12480,140.0,360.0,1.0,Semiurban,Y
LP001861,Male,Yes,3+,Not Graduate,No,7527.0,1431,102.0,180.0,1.0,Rural,Y
LP001862,Female,No,3+,Not Graduate,No,8452.0,0,147.0,360.0,1.0,Rural,Y
LP001863,Female,Yes,2,Graduate,No,3005.0,866,157.0,360.0,0.0,Semiurban,N
LP001864,Male,Yes,2,Graduate,No,6916.0,12274,146.0,360.0,1.0,Semiurban,Y
LP001865,Male,Yes,0,Not Graduate,No,5156.0,2601,140.0,360.0,1.0,Semiurban,Y
LP001866,Female,Yes,1,Graduate,Yes,4665.0,2789,128.0,60.0,1.0,Semiurban,Y
LP001867,Female,Yes,0,Graduate,No,3966.0,3992,129.0,360.0,1.0,Semiurban,Y
LP001868,Male,Yes,2,Graduate,No,4124.0,611,139.0,360.0,1.0,Semiurban,Y
LP001869,Male,Yes,0,Graduate,No,12751.0,765,92.0,360.0,0.0,Semiurban,N
LP001870,Female,Yes,0,Graduate,No,4825.0,1983,223.0,360.0,1.0,Semiurban,Y
LP001871,Male,No,0,Not Graduate,No,11923.0,0,129.0,360.0,1.0,Urban,Y
LP001872,Male,Yes,1,Graduate,No,6494.0,9567,114.0,60.0,0.0,Semiurban,N
LP001873,Female,Yes,1,Graduate,No,3042.0,846,157.0,12.0,1.0,Semiurban,Y
LP001874,Female,Yes,0,Not Graduate,No,6731.0,6199,128.0,300.0,1.0,Semiurban,Y
LP001875,Female,Yes,0,Graduate,No,2943.0,1462,221.0,300.0,0.0,Semiurban,N
LP001876,Male,Yes,0,Graduate,No,8641.0,1446,192.0,360.0,1.0,Semiurban,Y
LP001877,Male,Yes,2,Graduate,No,5299.0,1586,139.0,300.0,0.0,Semiurban,N
LP001878,Male,Yes,0,Graduate,No,10028.0,1416,196.0,360.0,0.0,Urban,N
LP001879,Male,No,0,Graduate,No,14188.0,0,148.0,360.0,1.0,Urban,Y
LP001880,Male,Yes,1,Graduate,No,2119.0,1318,85.0,360.0,1.0,Urban,Y
LP001881,Male,Yes,1,Graduate,No,4552.0,585,192.0,480.0,1.0,Urban,Y
LP001882,Male,No,2,Graduate,No,2905.0,0,63.0,360.0,1.0,Urban,Y
LP001883,Male,Yes,1,Graduate,No,21916.0,2605,33.0,300.0,0.0,Semiurban,N
LP001884,Male,No,3+,Graduate,No,4609.0,0,178.0,360.0,1.0,Rural,Y
LP001885,Male,No,0,Graduate,No,2727.0,0,160.0,60.0,1.0,Urban,Y
LP001886,Male,No,0,Graduate,No,23022.0,0,156.0,360.0,1.0,Rural,Y
LP001887,Male,Yes,3+,Graduate,No,3883.0,5907,234.0,360.0,1.0,Urban,Y
LP001888,Male,Yes,0,Not Graduate,No,2269.0,2369,133.0,360.0,1.0,Rural,Y
LP001889,Female,Yes,2,Graduate,No,2996.0,427,115.0,300.0,1.0,Semiurban,Y
LP001890,Male,Yes,0,Not Graduate,No,6541.0,3035,185.0,300.0,1.0,Semiurban,Y
LP001891,Male,Yes,,Graduate,Yes,6170.0,3920,101.0,36.0,1.0,Urban,Y
LP001892,Male,Yes,0,Graduate,No,3635.0,1036,122.0,360.0,1.0,Urban,Y
LP001893,Male,Yes,1,Graduate,No,4487.0,1706,149.0,480.0,,Urban,Y
LP001894,Male,Yes,2,Graduate,Yes,6197.0,2662,153.0,360.0,0.0,Semiurban,N
LP001895,Male,Yes,0,Graduate,No,13284.0,7554,118.0,360.0,0.0,Rural,N
LP001896,Male,Yes,0,Graduate,No,7332.0,1473,110.0,84.0,1.0,Semiurban,Y
LP001897,Male,No,0,Not Graduate,No,4282.0,0,86.0,360.0,1.0,Semiurban,Y
LP001898,Male,Yes,0,Not Graduate,No,5234.0,2329,98.0,300.0,0.0,Urban,N
LP001899,Male,Yes,0,Not Graduate,No,9526.0,2121,278.0,36.0,1.0,Semiurban,Y
LP001900,Male,No,3+,Graduate,No,16449.0,0,121.0,360.0,1.0,Rural,Y
LP001901,Male,Yes,0,Graduate,Yes,3094.0,930,145.0,180.0,1.0,Semiurban,Y
LP001902,Male,Yes,0,Graduate,No,11713.0,2174,74.0,180.0,1.0,Semiurban,Y
LP001903,Female,No,0,Graduate,No,4976.0,0,374.0,300.0,1.0,Urban,Y
LP001904,Male,Yes,0,Not Graduate,No,2265.0,542,95.0,180.0,1.0,Urban,Y
LP001905,Male,Yes,0,Graduate,No,2012.0,4847,84.0,360.0,1.0,Urban,Y
LP001906,Male,No,1,Graduate,No,13366.0,0,131.0,300.0,,Semiurban,N
LP001907,Male,No,1,Graduate,No,14357.0,0,94.0,360.0,,Rural,Y
LP001908,Male,No,2,Not Graduate,No,4267.0,0,155.0,360.0,1.0,Urban,Y
LP001909,Female,No,0,Graduate,No,5285.0,0,73.0,360.0,1.0,Rural,Y
LP001910,Female,Yes,1,Graduate,Yes,2060.0,3184,,300.0,1.0,Rural,Y
LP001911,Male,No,2,Graduate,No,9483.0,0,196.0,360.0,1.0,Semiurban,Y
LP001912,Male,Yes,2,Graduate,No,5902.0,1060,128.0,360.0,1.0,Rural,Y
LP001913,Female,No,3+,Graduate,No,2365.0,0,69.0,360.0,1.0,Rural,Y
LP001914,Male,No,0,Graduate,No,6788.0,0,97.0,360.0,1.0,Urban,Y
LP001915,Male,No,3+,Graduate,Yes,2608.0,0,138.0,360.0,1.0,Rural,Y
LP001916,Male,No,2,Graduate,Yes,8388.0,0,83.0,360.0,0.0,Semiurban,N
LP001917,Male,Yes,2,Graduate,No,3135.0,959,88.0,360.0,0.0,Urban,N
LP001918,Male,No,1,Graduate,No,7348.0,0,204.0,360.0,1.0,Urban,Y
LP001919,Male,Yes,3+,Graduate,No,4057.0,23260,143.0,480.0,1.0,Semiurban,Y
LP001920,Female,Yes,0,Graduate,No,1452.0,8535,141.0,360.0,1.0,Rural,Y
LP001921,Male,No,2,Graduate,No,10913.0,0,166.0,300.0,1.0,Semiurban,Y
LP001922,Male,No,1,Graduate,No,11277.0,0,126.0,360.0,1.0,Semiurban,Y
LP001923,Male,Yes,1,Not Graduate,No,4389.0,4092,131.0,180.0,1.0,Urban,Y
LP001924,Male,Yes,2,Graduate,No,7077.0,1702,161.0,360.0,0.0,Rural,N
LP001925,Male,Yes,0,Graduate,No,7808.0,2267,186.0,360.0,1.0,Urban,Y
LP001926,Male,Yes,0,Not Graduate,Yes,7961.0,1466,164.0,360.0,1.0,Semiurban,Y
LP001927,Male,Yes,0,Not Graduate,No,16905.0,4937,241.0,36.0,1.0,Semiurban,Y
LP001928,Male,No,2,Graduate,No,7708.0,0,136.0,360.0,,Urban,Y
LP001929,Male,Yes,1,Graduate,No,4844.0,6308,78.0,360.0,1.0,Rural,Y
LP001930,Male,No,2,Graduate,No,7760.0,0,208.0,360.0,1.0,Rural,Y
LP001931,Male,Yes,2,Not Graduate,No,4638.0,10242,122.0,240.0,0.0,Semiurban,N
